  0.1326E-03  0.0000E+00  0.0000E+00 -0.1971E+04
  0.2652E-03 -0.6242E-15 -0.2316E-15 -0.1941E+04
  0.3978E-03 -0.7331E-15 -0.1736E-15 -0.1893E+04
  0.5304E-03  0.2039E-14 -0.5389E-15 -0.1852E+04
  0.6629E-03  0.1226E-13  0.8289E-15 -0.1830E+04
  0.7955E-03  0.3677E-14 -0.5330E-15 -0.1828E+04
  0.9281E-03 -0.1157E-13  0.5350E-15 -0.1836E+04
  0.1061E-02 -0.1559E-14 -0.5598E-15 -0.1842E+04
  0.1193E-02 -0.3113E-14  0.4852E-15 -0.1839E+04
  0.1326E-02 -0.2396E-14  0.1067E-14 -0.1833E+04
  0.1458E-02  0.1190E-06  0.1924E-06 -0.1830E+04
  0.1591E-02  0.1190E-06  0.1924E-06 -0.1838E+04
  0.1724E-02  0.1190E-06  0.1924E-06 -0.1853E+04
  0.1856E-02  0.1190E-06  0.1924E-06 -0.1870E+04
  0.1989E-02  0.1190E-06  0.1924E-06 -0.1880E+04
  0.2121E-02  0.1190E-06  0.1924E-06 -0.1880E+04
  0.2254E-02  0.1190E-06  0.1924E-06 -0.1874E+04
  0.2387E-02  0.1190E-06  0.1924E-06 -0.1868E+04
  0.2519E-02  0.1190E-06  0.1924E-06 -0.1865E+04
  0.2652E-02  0.1190E-06  0.1924E-06 -0.1864E+04
  0.2784E-02  0.1190E-06  0.1924E-06 -0.1859E+04
  0.2917E-02  0.1190E-06  0.1924E-06 -0.1843E+04
  0.3050E-02  0.1190E-06  0.1924E-06 -0.1822E+04
  0.3182E-02  0.1190E-06  0.1924E-06 -0.1806E+04
  0.3315E-02  0.1190E-06  0.1924E-06 -0.1801E+04
  0.3447E-02  0.1190E-06  0.1924E-06 -0.1806E+04
  0.3580E-02  0.1190E-06  0.1924E-06 -0.1811E+04
  0.3712E-02  0.1190E-06  0.1924E-06 -0.1809E+04
  0.3845E-02  0.1190E-06  0.1924E-06 -0.1800E+04
  0.3978E-02  0.1190E-06  0.1924E-06 -0.1792E+04
  0.4110E-02  0.1190E-06  0.1924E-06 -0.1791E+04
  0.4243E-02  0.1190E-06  0.1924E-06 -0.1799E+04
  0.4375E-02  0.1190E-06  0.1924E-06 -0.1811E+04
  0.4508E-02  0.1190E-06  0.1924E-06 -0.1817E+04
  0.4641E-02  0.1190E-06  0.1924E-06 -0.1816E+04
  0.4773E-02  0.1190E-06  0.1924E-06 -0.1811E+04
  0.4906E-02  0.1190E-06  0.1924E-06 -0.1809E+04
  0.5038E-02  0.1190E-06  0.1924E-06 -0.1812E+04
  0.5171E-02  0.1190E-06  0.1924E-06 -0.1814E+04
  0.5304E-02 -0.1517E-06  0.1429E-06 -0.1810E+04
  0.5436E-02 -0.1517E-06  0.1429E-06 -0.1797E+04
  0.5569E-02 -0.1517E-06  0.1429E-06 -0.1781E+04
  0.5701E-02 -0.1517E-06  0.1429E-06 -0.1768E+04
  0.5834E-02 -0.1517E-06  0.1429E-06 -0.1763E+04
  0.5967E-02 -0.1517E-06  0.1429E-06 -0.1762E+04
  0.6099E-02 -0.1517E-06  0.1429E-06 -0.1759E+04
  0.6232E-02 -0.1517E-06  0.1429E-06 -0.1752E+04
  0.6364E-02 -0.1517E-06  0.1429E-06 -0.1742E+04
  0.6497E-02 -0.1492E-06  0.1621E-06 -0.1735E+04
  0.6629E-02 -0.1492E-06  0.1621E-06 -0.1734E+04
  0.6762E-02 -0.1492E-06  0.1621E-06 -0.1737E+04
  0.6895E-02 -0.1492E-06  0.1621E-06 -0.1742E+04
  0.7027E-02 -0.1492E-06  0.1621E-06 -0.1744E+04
  0.7160E-02 -0.1492E-06  0.1621E-06 -0.1743E+04
  0.7292E-02 -0.1492E-06  0.1621E-06 -0.1741E+04
  0.7425E-02 -0.1492E-06  0.1621E-06 -0.1740E+04
