Time engk1       engi1       
  0.1899E-01  0.3051E+07  0.1721E+06
  0.1903E-01  0.3051E+07  0.1725E+06
  0.1906E-01  0.3050E+07  0.1729E+06
  0.1910E-01  0.3050E+07  0.1732E+06
  0.1913E-01  0.3049E+07  0.1736E+06
  0.1916E-01  0.3049E+07  0.1740E+06
  0.1920E-01  0.3048E+07  0.1744E+06
  0.1923E-01  0.3048E+07  0.1748E+06
  0.1927E-01  0.3048E+07  0.1752E+06
  0.1930E-01  0.3047E+07  0.1756E+06
  0.1933E-01  0.3047E+07  0.1761E+06
  0.1937E-01  0.3046E+07  0.1766E+06
  0.1940E-01  0.3046E+07  0.1771E+06
  0.1944E-01  0.3045E+07  0.1776E+06
  0.1947E-01  0.3045E+07  0.1781E+06
  0.1950E-01  0.3044E+07  0.1786E+06
  0.1954E-01  0.3043E+07  0.1791E+06
  0.1957E-01  0.3043E+07  0.1797E+06
  0.1961E-01  0.3042E+07  0.1802E+06
  0.1964E-01  0.3042E+07  0.1807E+06
  0.1968E-01  0.3041E+07  0.1811E+06
  0.1971E-01  0.3041E+07  0.1816E+06
  0.1974E-01  0.3040E+07  0.1821E+06
  0.1978E-01  0.3040E+07  0.1825E+06
  0.1981E-01  0.3039E+07  0.1829E+06
  0.1985E-01  0.3039E+07  0.1834E+06
  0.1988E-01  0.3038E+07  0.1838E+06
  0.1991E-01  0.3038E+07  0.1842E+06
  0.1995E-01  0.3038E+07  0.1847E+06
  0.1998E-01  0.3037E+07  0.1851E+06
  0.2002E-01  0.3037E+07  0.1856E+06
  0.2005E-01  0.3036E+07  0.1860E+06
  0.2008E-01  0.3036E+07  0.1865E+06
  0.2012E-01  0.3035E+07  0.1869E+06
  0.2015E-01  0.3035E+07  0.1874E+06
  0.2019E-01  0.3034E+07  0.1879E+06
  0.2022E-01  0.3034E+07  0.1884E+06
  0.2025E-01  0.3033E+07  0.1889E+06
  0.2029E-01  0.3033E+07  0.1894E+06
  0.2032E-01  0.3032E+07  0.1899E+06
  0.2036E-01  0.3032E+07  0.1904E+06
  0.2039E-01  0.3031E+07  0.1909E+06
  0.2043E-01  0.3031E+07  0.1914E+06
  0.2046E-01  0.3030E+07  0.1918E+06
  0.2049E-01  0.3030E+07  0.1923E+06
  0.2053E-01  0.3029E+07  0.1928E+06
  0.2056E-01  0.3029E+07  0.1933E+06
  0.2060E-01  0.3028E+07  0.1938E+06
  0.2063E-01  0.3028E+07  0.1943E+06
  0.2066E-01  0.3027E+07  0.1948E+06
  0.2070E-01  0.3027E+07  0.1953E+06
  0.2073E-01  0.3026E+07  0.1958E+06
  0.2077E-01  0.3026E+07  0.1963E+06
  0.2080E-01  0.3025E+07  0.1968E+06
  0.2083E-01  0.3025E+07  0.1974E+06
  0.2087E-01  0.3024E+07  0.1979E+06
  0.2090E-01  0.3024E+07  0.1984E+06
  0.2094E-01  0.3023E+07  0.1989E+06
  0.2097E-01  0.3022E+07  0.1995E+06
  0.2100E-01  0.3022E+07  0.2000E+06
  0.2104E-01  0.3021E+07  0.2005E+06
  0.2107E-01  0.3021E+07  0.2009E+06
  0.2111E-01  0.3020E+07  0.2014E+06
  0.2114E-01  0.3020E+07  0.2019E+06
  0.2118E-01  0.3019E+07  0.2024E+06
  0.2121E-01  0.3019E+07  0.2029E+06
  0.2124E-01  0.3018E+07  0.2034E+06
  0.2128E-01  0.3018E+07  0.2040E+06
  0.2131E-01  0.3017E+07  0.2045E+06
  0.2135E-01  0.3017E+07  0.2050E+06
  0.2138E-01  0.3016E+07  0.2056E+06
  0.2141E-01  0.3015E+07  0.2062E+06
  0.2145E-01  0.3015E+07  0.2067E+06
  0.2148E-01  0.3014E+07  0.2073E+06
  0.2152E-01  0.3014E+07  0.2079E+06
  0.2155E-01  0.3013E+07  0.2085E+06
  0.2158E-01  0.3012E+07  0.2091E+06
  0.2162E-01  0.3012E+07  0.2096E+06
  0.2165E-01  0.3011E+07  0.2102E+06
  0.2169E-01  0.3011E+07  0.2107E+06
  0.2172E-01  0.3010E+07  0.2112E+06
  0.2176E-01  0.3010E+07  0.2117E+06
