  0.3410E-04  0.2467E+05 -0.7558E+04 -0.1311E+04
  0.6820E-04  0.2216E+05 -0.6879E+04 -0.1215E+04
  0.1023E-03  0.1810E+05 -0.5886E+04 -0.1185E+04
  0.1364E-03  0.1490E+05 -0.4910E+04 -0.1099E+04
  0.1705E-03  0.1258E+05 -0.4197E+04 -0.1060E+04
  0.2046E-03  0.1094E+05 -0.3693E+04 -0.1056E+04
  0.2387E-03  0.9781E+04 -0.3357E+04 -0.1089E+04
  0.2728E-03  0.9008E+04 -0.3149E+04 -0.1139E+04
  0.3069E-03  0.8526E+04 -0.3038E+04 -0.1197E+04
  0.3410E-03  0.8347E+04 -0.3062E+04 -0.1264E+04
  0.3751E-03  0.8244E+04 -0.3067E+04 -0.1334E+04
  0.4092E-03  0.9217E+04 -0.3658E+04 -0.1641E+04
  0.4433E-03  0.9300E+04 -0.3729E+04 -0.1713E+04
  0.4774E-03  0.9446E+04 -0.3827E+04 -0.1784E+04
  0.5115E-03  0.9638E+04 -0.3972E+04 -0.1849E+04
  0.5456E-03  0.9853E+04 -0.4099E+04 -0.1909E+04
  0.5797E-03  0.1210E+05 -0.4826E+04 -0.2731E+04
  0.6138E-03  0.1202E+05 -0.4830E+04 -0.2730E+04
  0.6479E-03  0.1200E+05 -0.4861E+04 -0.2729E+04
  0.6820E-03  0.1202E+05 -0.4912E+04 -0.2725E+04
  0.7161E-03  0.1206E+05 -0.4975E+04 -0.2717E+04
  0.7502E-03  0.1212E+05 -0.5044E+04 -0.2704E+04
  0.7843E-03  0.1222E+05 -0.5204E+04 -0.2682E+04
  0.8184E-03  0.1226E+05 -0.5275E+04 -0.2655E+04
  0.8525E-03  0.1228E+05 -0.5327E+04 -0.2623E+04
  0.8866E-03  0.1232E+05 -0.5444E+04 -0.2578E+04
  0.9207E-03  0.1230E+05 -0.5475E+04 -0.2529E+04
  0.9548E-03  0.1225E+05 -0.5499E+04 -0.2471E+04
  0.9889E-03  0.1218E+05 -0.5516E+04 -0.2404E+04
  0.1023E-02  0.1209E+05 -0.5523E+04 -0.2328E+04
  0.1057E-02  0.1807E+05 -0.7088E+04 -0.4119E+04
  0.1091E-02  0.1836E+05 -0.7033E+04 -0.4236E+04
  0.1125E-02  0.1713E+05 -0.6636E+04 -0.3984E+04
  0.1159E-02  0.1608E+05 -0.6314E+04 -0.3745E+04
  0.1193E-02  0.1524E+05 -0.6067E+04 -0.3522E+04
  0.1228E-02  0.1455E+05 -0.5878E+04 -0.3314E+04
  0.1262E-02  0.1397E+05 -0.5733E+04 -0.3119E+04
  0.1296E-02  0.1349E+05 -0.5623E+04 -0.2935E+04
  0.1330E-02  0.1307E+05 -0.5540E+04 -0.2763E+04
  0.1364E-02  0.1272E+05 -0.5479E+04 -0.2601E+04
  0.1398E-02  0.1240E+05 -0.5434E+04 -0.2449E+04
  0.1432E-02  0.1297E+05 -0.5451E+04 -0.2485E+04
  0.1466E-02  0.1314E+05 -0.5319E+04 -0.2032E+04
  0.1500E-02  0.1320E+05 -0.4478E+04 -0.2121E+04
  0.1534E-02  0.1330E+05 -0.4626E+04 -0.2180E+04
  0.1569E-02  0.1334E+05 -0.4732E+04 -0.2229E+04
  0.1603E-02  0.1338E+05 -0.4829E+04 -0.2277E+04
  0.1637E-02  0.1343E+05 -0.4920E+04 -0.2325E+04
  0.1671E-02  0.1349E+05 -0.5008E+04 -0.2372E+04
  0.1705E-02  0.1355E+05 -0.5092E+04 -0.2421E+04
  0.1739E-02  0.1362E+05 -0.5177E+04 -0.2470E+04
  0.1773E-02  0.1371E+05 -0.5262E+04 -0.2520E+04
  0.1807E-02  0.1380E+05 -0.5347E+04 -0.2570E+04
  0.1841E-02  0.1390E+05 -0.5433E+04 -0.2620E+04
  0.1875E-02  0.1400E+05 -0.5519E+04 -0.2670E+04
  0.1910E-02  0.1412E+05 -0.5606E+04 -0.2720E+04
  0.1944E-02  0.1424E+05 -0.5692E+04 -0.2768E+04
  0.1978E-02  0.1611E+05 -0.6935E+04 -0.3181E+04
  0.2012E-02  0.1658E+05 -0.6720E+04 -0.3795E+04
  0.2046E-02  0.1826E+05 -0.8176E+04 -0.4213E+04
  0.2080E-02  0.1808E+05 -0.8037E+04 -0.4093E+04
  0.2114E-02  0.1794E+05 -0.7918E+04 -0.3993E+04
  0.2148E-02  0.1784E+05 -0.7837E+04 -0.3912E+04
  0.2182E-02  0.1778E+05 -0.7782E+04 -0.3838E+04
  0.2216E-02  0.1775E+05 -0.7750E+04 -0.3768E+04
  0.2251E-02  0.1778E+05 -0.7782E+04 -0.3717E+04
  0.2285E-02  0.1776E+05 -0.7770E+04 -0.3649E+04
  0.2319E-02  0.1779E+05 -0.7892E+04 -0.3439E+04
  0.2353E-02  0.1791E+05 -0.8042E+04 -0.3398E+04
  0.2387E-02  0.1787E+05 -0.8021E+04 -0.3331E+04
  0.2421E-02  0.1780E+05 -0.8005E+04 -0.3242E+04
  0.2455E-02  0.1772E+05 -0.7981E+04 -0.3145E+04
  0.2489E-02  0.1764E+05 -0.7956E+04 -0.3040E+04
  0.2523E-02  0.2013E+05 -0.9843E+04 -0.2984E+04
  0.2557E-02  0.2292E+05 -0.1041E+05 -0.4345E+04
  0.2592E-02  0.2252E+05 -0.9605E+04 -0.4569E+04
  0.2626E-02  0.2182E+05 -0.9003E+04 -0.4212E+04
  0.2660E-02  0.2107E+05 -0.8593E+04 -0.3805E+04
  0.2694E-02  0.2039E+05 -0.8214E+04 -0.3455E+04
  0.2728E-02  0.1980E+05 -0.7933E+04 -0.3107E+04
  0.2762E-02  0.1931E+05 -0.7728E+04 -0.2794E+04
  0.2796E-02  0.1887E+05 -0.7595E+04 -0.2510E+04
  0.2830E-02  0.1849E+05 -0.7488E+04 -0.2241E+04
  0.2864E-02  0.1815E+05 -0.7412E+04 -0.1992E+04
  0.2898E-02  0.1783E+05 -0.7358E+04 -0.1760E+04
  0.2933E-02  0.1751E+05 -0.7257E+04 -0.1531E+04
  0.2967E-02  0.1713E+05 -0.7393E+04 -0.1340E+04
  0.3001E-02  0.1687E+05 -0.7359E+04 -0.1149E+04
  0.3035E-02  0.1662E+05 -0.7332E+04 -0.9720E+03
  0.3069E-02  0.2058E+05 -0.6568E+04 -0.2174E+04
  0.3103E-02  0.1949E+05 -0.6679E+04 -0.2312E+04
  0.3137E-02  0.1850E+05 -0.6658E+04 -0.2509E+04
  0.3171E-02  0.1775E+05 -0.6721E+04 -0.2487E+04
  0.3205E-02  0.1724E+05 -0.6788E+04 -0.2475E+04
  0.3239E-02  0.1684E+05 -0.6847E+04 -0.2458E+04
  0.3273E-02  0.1652E+05 -0.6898E+04 -0.2432E+04
  0.3308E-02  0.1627E+05 -0.6954E+04 -0.2402E+04
  0.3342E-02  0.1606E+05 -0.6999E+04 -0.2372E+04
  0.3376E-02  0.1590E+05 -0.7077E+04 -0.2375E+04
  0.3410E-02  0.1710E+05 -0.8466E+04 -0.2289E+04
  0.3444E-02  0.1726E+05 -0.8506E+04 -0.2669E+04
  0.3478E-02  0.1711E+05 -0.8193E+04 -0.2980E+04
  0.3512E-02  0.1708E+05 -0.7639E+04 -0.3127E+04
  0.3546E-02  0.1924E+05 -0.6333E+04 -0.3460E+04
  0.3580E-02  0.1978E+05 -0.6302E+04 -0.3673E+04
  0.3614E-02  0.2040E+05 -0.6358E+04 -0.3862E+04
  0.3649E-02  0.1940E+05 -0.6556E+04 -0.4040E+04
  0.3683E-02  0.2117E+05 -0.8898E+04 -0.4235E+04
  0.3717E-02  0.2146E+05 -0.9189E+04 -0.5031E+04
  0.3751E-02  0.2099E+05 -0.9088E+04 -0.5094E+04
  0.3785E-02  0.2064E+05 -0.8998E+04 -0.5157E+04
  0.3819E-02  0.2038E+05 -0.8930E+04 -0.5203E+04
  0.3853E-02  0.2017E+05 -0.8875E+04 -0.5250E+04
  0.3887E-02  0.1939E+05 -0.8840E+04 -0.5500E+04
  0.3921E-02  0.1944E+05 -0.8863E+04 -0.5517E+04
  0.3955E-02  0.1990E+05 -0.9470E+04 -0.5470E+04
  0.3990E-02  0.1989E+05 -0.9329E+04 -0.5765E+04
  0.4024E-02  0.2385E+05 -0.1280E+05 -0.6554E+04
  0.4058E-02  0.2439E+05 -0.1253E+05 -0.7388E+04
  0.4092E-02  0.2378E+05 -0.1172E+05 -0.7584E+04
  0.4126E-02  0.2333E+05 -0.1114E+05 -0.7704E+04
  0.4160E-02  0.2289E+05 -0.1065E+05 -0.7728E+04
  0.4194E-02  0.2241E+05 -0.1028E+05 -0.7663E+04
  0.4228E-02  0.2213E+05 -0.1015E+05 -0.7650E+04
  0.4262E-02  0.2180E+05 -0.9984E+04 -0.7649E+04
  0.4296E-02  0.2152E+05 -0.9892E+04 -0.7672E+04
  0.4331E-02  0.2126E+05 -0.9861E+04 -0.7714E+04
  0.4365E-02  0.2103E+05 -0.9892E+04 -0.7772E+04
  0.4399E-02  0.2080E+05 -0.9934E+04 -0.7838E+04
  0.4433E-02  0.2057E+05 -0.9975E+04 -0.7912E+04
  0.4467E-02  0.2033E+05 -0.1005E+05 -0.7992E+04
  0.4501E-02  0.2040E+05 -0.1049E+05 -0.8033E+04
  0.4535E-02  0.2016E+05 -0.1055E+05 -0.8170E+04
  0.4569E-02  0.1959E+05 -0.1057E+05 -0.8345E+04
  0.4603E-02  0.1954E+05 -0.1061E+05 -0.8624E+04
  0.4637E-02  0.1914E+05 -0.1065E+05 -0.8725E+04
  0.4672E-02  0.1896E+05 -0.1068E+05 -0.8857E+04
  0.4706E-02  0.1927E+05 -0.1037E+05 -0.9248E+04
  0.4740E-02  0.2013E+05 -0.9665E+04 -0.9488E+04
  0.4774E-02  0.2179E+05 -0.9259E+04 -0.9727E+04
  0.4808E-02  0.2203E+05 -0.9352E+04 -0.9939E+04
  0.4842E-02  0.2318E+05 -0.9093E+04 -0.9973E+04
  0.4876E-02  0.2209E+05 -0.9398E+04 -0.1020E+05
  0.4910E-02  0.2369E+05 -0.1144E+05 -0.1078E+05
  0.4944E-02  0.2357E+05 -0.1117E+05 -0.1094E+05
  0.4978E-02  0.2325E+05 -0.1078E+05 -0.1108E+05
  0.5013E-02  0.2247E+05 -0.1055E+05 -0.1115E+05
  0.5047E-02  0.2187E+05 -0.1048E+05 -0.1126E+05
  0.5081E-02  0.2120E+05 -0.1034E+05 -0.1127E+05
  0.5115E-02  0.2080E+05 -0.1001E+05 -0.1124E+05
  0.5149E-02  0.2043E+05 -0.9998E+04 -0.1110E+05
  0.5183E-02  0.2031E+05 -0.9996E+04 -0.1116E+05
  0.5217E-02  0.2021E+05 -0.1002E+05 -0.1117E+05
  0.5251E-02  0.2021E+05 -0.9966E+04 -0.1128E+05
  0.5285E-02  0.2120E+05 -0.1093E+05 -0.1129E+05
  0.5319E-02  0.2384E+05 -0.1327E+05 -0.1190E+05
  0.5354E-02  0.2448E+05 -0.1316E+05 -0.1243E+05
  0.5388E-02  0.2399E+05 -0.1270E+05 -0.1261E+05
  0.5422E-02  0.2340E+05 -0.1220E+05 -0.1264E+05
  0.5456E-02  0.2291E+05 -0.1180E+05 -0.1269E+05
  0.5490E-02  0.2658E+05 -0.1445E+05 -0.1438E+05
  0.5524E-02  0.2611E+05 -0.1367E+05 -0.1446E+05
  0.5558E-02  0.2588E+05 -0.1287E+05 -0.1483E+05
  0.5592E-02  0.2533E+05 -0.1205E+05 -0.1479E+05
  0.5626E-02  0.2480E+05 -0.1143E+05 -0.1473E+05
  0.5660E-02  0.2431E+05 -0.1099E+05 -0.1468E+05
  0.5695E-02  0.2393E+05 -0.1067E+05 -0.1468E+05
  0.5729E-02  0.2370E+05 -0.1048E+05 -0.1465E+05
  0.5763E-02  0.2407E+05 -0.1018E+05 -0.1522E+05
  0.5797E-02  0.2439E+05 -0.9996E+04 -0.1517E+05
  0.5831E-02  0.2466E+05 -0.9898E+04 -0.1512E+05
  0.5865E-02  0.2509E+05 -0.9682E+04 -0.1502E+05
  0.5899E-02  0.2544E+05 -0.1077E+05 -0.1492E+05
  0.5933E-02  0.2508E+05 -0.1071E+05 -0.1499E+05
  0.5967E-02  0.2482E+05 -0.1071E+05 -0.1509E+05
  0.6001E-02  0.2448E+05 -0.1066E+05 -0.1509E+05
  0.6036E-02  0.2404E+05 -0.1057E+05 -0.1499E+05
  0.6070E-02  0.2376E+05 -0.1061E+05 -0.1504E+05
  0.6104E-02  0.2349E+05 -0.1064E+05 -0.1507E+05
  0.6138E-02  0.2375E+05 -0.1048E+05 -0.1516E+05
  0.6172E-02  0.2412E+05 -0.1029E+05 -0.1501E+05
  0.6206E-02  0.2706E+05 -0.1126E+05 -0.1497E+05
  0.6240E-02  0.2765E+05 -0.1126E+05 -0.1501E+05
  0.6274E-02  0.2766E+05 -0.1101E+05 -0.1499E+05
  0.6308E-02  0.2928E+05 -0.1006E+05 -0.1469E+05
  0.6342E-02  0.2887E+05 -0.1016E+05 -0.1450E+05
  0.6376E-02  0.2797E+05 -0.1027E+05 -0.1432E+05
  0.6411E-02  0.2719E+05 -0.1042E+05 -0.1418E+05
  0.6445E-02  0.2654E+05 -0.1026E+05 -0.1405E+05
  0.6479E-02  0.2597E+05 -0.1043E+05 -0.1394E+05
  0.6513E-02  0.2548E+05 -0.1059E+05 -0.1384E+05
  0.6547E-02  0.2503E+05 -0.1071E+05 -0.1373E+05
  0.6581E-02  0.2484E+05 -0.1072E+05 -0.1371E+05
  0.6615E-02  0.2495E+05 -0.1049E+05 -0.1381E+05
  0.6649E-02  0.2574E+05 -0.1055E+05 -0.1372E+05
  0.6683E-02  0.2632E+05 -0.1118E+05 -0.1295E+05
  0.6717E-02  0.2578E+05 -0.1109E+05 -0.1298E+05
  0.6752E-02  0.2537E+05 -0.1105E+05 -0.1303E+05
  0.6786E-02  0.2523E+05 -0.1119E+05 -0.1325E+05
  0.6820E-02  0.2494E+05 -0.1109E+05 -0.1332E+05
  0.6854E-02  0.2471E+05 -0.1100E+05 -0.1340E+05
  0.6888E-02  0.2450E+05 -0.1091E+05 -0.1349E+05
  0.6922E-02  0.2430E+05 -0.1083E+05 -0.1357E+05
  0.6956E-02  0.2746E+05 -0.1474E+05 -0.1391E+05
  0.6990E-02  0.2755E+05 -0.1449E+05 -0.1438E+05
  0.7024E-02  0.2708E+05 -0.1387E+05 -0.1470E+05
  0.7058E-02  0.2662E+05 -0.1324E+05 -0.1486E+05
  0.7093E-02  0.2817E+05 -0.1362E+05 -0.1614E+05
  0.7127E-02  0.2916E+05 -0.1393E+05 -0.1670E+05
  0.7161E-02  0.2972E+05 -0.1354E+05 -0.1729E+05
  0.7195E-02  0.2986E+05 -0.1289E+05 -0.1745E+05
  0.7229E-02  0.3074E+05 -0.1249E+05 -0.1792E+05
  0.7263E-02  0.3066E+05 -0.1207E+05 -0.1783E+05
  0.7297E-02  0.3044E+05 -0.1184E+05 -0.1758E+05
